clip,source_hash,vehicle_id,terminal_event_id,event_ts,camera,status,original_labelled_event_description,labelled_event,labelled_checked,labelled_agreed,cam_o,cam_s,vs,fatigue_summary,smoking_summary,eatdrink_summary,review_seatbelt,review_phone,review_drinking,t_total_s,t_llm_s,driver_vis,seatbelt,phone,distraction,fatigue,smoking,eatdrink,drinking,alcohol,why,seatbelt_support_n,phone_support_n,distraction_support_n,fatigue_support_n,smoking_support_n,det_codes,rev_codes,det_event_descriptions,rev_event_descriptions,primary_vlm_event,seatbelt_off_flag,phone_flag,distraction_flag,fatigue_flag,smoke_flag,cam_covered_flag,face_obstructed_review_flag,seatbelt_uncertain_flag,phone_uncertain_flag,distraction_uncertain_flag,fatigue_uncertain_flag,smoking_uncertain_flag,raw_event_description,raw_event_ts,original_event_description,event_ts_final,vlm_change_type,event_changed_flag,det_rankable_event_descriptions,rev_rankable_event_descriptions,extra_rankable_vlm_events,n_extra_rankable_vlm_events,matched_raw_df_flag
210,9f0fc5b59fa41c7e,511879208,,2026-01-06 13:56:56+00:00,2,OK,,,n,na,2,0,1,u,u,y,low,high,medium,72.68,42.3,1,y,y,u,u,u,y,y,u,"Driver is clearly visible, wearing seatbelt, holding drink, and appears attentive.",11,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 13:56:56+00:00,new_context_added,1,['v_phone'],[],['v_phone'],1,0
328,b596a2aae47499b9,511466682,,2026-01-05 12:43:10+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,59.3,32.98,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, no phone or eating/drinking activity observed.",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-05 12:43:10+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,0
189,c14054ea193b949e,365670886,,2026-01-06 18:21:58+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,82.31,53.13,1,n,n,y,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible. Driver appears distracted and possibly fatigued.",12,0,12,0,0,"[5, 11]",[],"['SEATBELT_D_OFF', 'v_distraction']",[],SEATBELT_D_OFF,1,0,1,0,0,0,0,0,0,0,1,1,,,,2026-01-06 18:21:58+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_distraction']",[],"['SEATBELT_D_OFF', 'v_distraction']",2,0
128,077a7b3deee81bb5,322784039,,2026-01-06 09:38:26+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,high,low,57.54,51.82,1,n,y,u,u,u,n,u,u,"Driver is clearly visible, holding a phone, but no seatbelt is visible.",12,12,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 09:38:26+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone']",[],"['SEATBELT_D_OFF', 'v_phone']",2,0
422,a5501ad4d51b672b,523822248,,2026-01-05 10:34:59+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,77.66,50.57,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, no phone or clear distraction, no fatigue signs, no smoking or dri",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-05 10:34:59+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,0
412,87cf857ef109a42f,312741040,,2026-01-05 12:13:32+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,65.33,37.58,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest. No phone or eating/drinking activity is ob",1,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-05 12:13:32+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,0
416,78c1271e5de2a892,336854753,,2026-01-06 11:48:04+00:00,2,OK,,,n,na,2,0,1,u,u,y,high,medium,medium,77.82,47.56,1,n,u,y,u,u,y,y,u,"Driver is clearly visible, appears distracted, eating, drinking, and no seatbelt.",12,0,12,0,0,"[5, 11]",[],"['SEATBELT_D_OFF', 'v_distraction']",[],SEATBELT_D_OFF,1,0,1,0,0,0,0,0,1,0,1,1,,,,2026-01-06 11:48:04+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_distraction']",[],"['SEATBELT_D_OFF', 'v_distraction']",2,0
31,051ab09f91bb0992,454260123,,2026-01-06 07:58:39+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,high,low,57.69,52.71,1,n,y,u,u,u,n,u,u,Driver is holding a phone and appears to be looking at it.,12,12,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 07:58:39+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone']",[],"['SEATBELT_D_OFF', 'v_phone']",2,0
443,7aad0bbb8b960060,464878170,,2026-01-07 04:48:36+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,high,low,68.41,38.95,1,y,y,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,,,,2026-01-07 04:48:36+00:00,new_context_added,1,['v_phone'],[],['v_phone'],1,0
33,a07446479d14878d,322619618,,2026-01-06 06:09:22+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,high,low,39.32,34.64,1,y,y,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt. Phone is visible in the driver's hand. Driver appears to be looking do,1,10,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 06:09:22+00:00,new_context_added,1,['v_phone'],[],['v_phone'],1,0
411,a08b1101f2f34c09,322641484,,2026-01-06 07:13:03+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,72.44,44.14,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, no phone or clear distraction, no fatigue signs, no smoking or dri",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 07:13:03+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,0
40,d96655e6b658d9e5,523823149,,2026-01-05 07:47:10+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,low,low,58.83,30.7,1,y,n,u,u,u,n,u,u,"Driver is clearly visible, wearing seatbelt, and appears to be driving attentively.",1,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-05 07:47:10+00:00,no_vlm_signal,0,[],[],[],0,0
413,8ea6355af10461c7,523821830,,2026-01-06 07:12:31+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,high,low,68.51,40.74,1,y,y,y,u,u,n,u,u,"Driver is clearly visible and holding a phone, indicating distraction.",0,10,10,0,0,"[10, 11]",[],"['v_phone', 'v_distraction']",[],v_phone,0,1,1,0,0,0,0,0,0,0,1,1,,,,2026-01-06 07:12:31+00:00,new_context_added,1,"['v_phone', 'v_distraction']",[],"['v_phone', 'v_distraction']",2,0
36,abc7f6a85c811def,453865293,,2026-01-06 08:23:36+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,70.88,40.08,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest. No phone or eating/drinking is visible.",6,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 08:23:36+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,0
215,c087d28d32c0fa69,523822117,,2026-01-05 08:22:26+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,low,low,71.46,42.48,1,y,n,u,u,u,n,u,u,"Driver is clearly visible and wearing a seatbelt. Phone is held in hand, but not clearly a phone. Driver appears attenti",12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-05 08:22:26+00:00,no_vlm_signal,0,[],[],[],0,0
247,c94d0342bbfa8a22,459505768,,2026-01-05 13:23:39+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,91.25,53.84,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, no phone or clear distraction, no fatigue signs, no smoking or dri",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-05 13:23:39+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,0
216,92ff8d04915b291a,511879248,,2026-01-06 04:56:16+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,high,low,48.79,42.1,1,n,y,u,u,u,n,n,n,"Driver is clearly visible, holding a phone, and appears to be looking at it.",12,3,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 04:56:16+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone']",[],"['SEATBELT_D_OFF', 'v_phone']",2,0
42,c2e634d3dfcf9011,523821693,,2026-01-07 10:54:33+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,high,low,52.83,49.46,1,n,y,y,u,u,n,n,n,"Driver is clearly visible and holding a phone, indicating distraction.",12,11,11,0,0,"[5, 10, 11]",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],SEATBELT_D_OFF,1,1,1,0,0,0,0,0,0,0,1,1,,,,2026-01-07 10:54:33+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",3,0
43,c062c2c8b12a6f62,334003979,,2026-01-07 03:26:11+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,84.23,51.96,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest.",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-07 03:26:11+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,0
368,7fd22831080a7a4c,459505768,,2026-01-07 08:12:01+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,94.85,59.1,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest. No phone, distraction, fatigue, smoking, e",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-07 08:12:01+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,0
52,bd1f5864d1e817f7,524598261,,2026-01-05 15:38:25+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,69.11,41.22,1,n,n,y,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, phone is not clearly visible, driver is looking down and appears d",1,0,2,0,0,"[5, 11]",[],"['SEATBELT_D_OFF', 'v_distraction']",[],SEATBELT_D_OFF,1,0,1,0,0,0,0,0,0,0,1,1,,,,2026-01-05 15:38:25+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_distraction']",[],"['SEATBELT_D_OFF', 'v_distraction']",2,0
54,1b839dc6722b5ac7,334148753,,2026-01-06 07:07:12+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,high,low,44.38,37.49,1,n,y,y,u,u,n,n,n,"Driver is clearly visible and using a phone, indicating distraction.",12,5,5,0,0,"[5, 10, 11]",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],SEATBELT_D_OFF,1,1,1,0,0,0,0,0,0,0,1,1,,,,2026-01-06 07:07:12+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",3,0
220,8d41056e474d0017,509636707,,2026-01-05 14:57:51+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,low,low,70.6,39.69,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-05 14:57:51+00:00,no_vlm_signal,0,[],[],[],0,0
221,7215b838b321a956,459618013,,2026-01-05 18:44:21+00:00,2,OK,,,n,na,2,2,0,u,u,n,,,,1.6,0.0,0,u,u,u,u,u,n,u,u,cam_covered_tier1,0,0,0,0,0,[6],[],['v_cam_covered'],[],v_cam_covered,0,0,0,0,0,1,0,1,1,1,1,1,,,,2026-01-05 18:44:21+00:00,new_context_added,1,['v_cam_covered'],[],['v_cam_covered'],1,0
222,f657e95389b47968,416296124,,2026-01-06 07:02:08+00:00,2,OK,,,n,na,2,3,0,u,u,n,,,,4.3,0.0,0,u,u,u,u,u,n,u,u,cam_blur,0,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,1,1,1,1,1,,,,2026-01-06 07:02:08+00:00,no_vlm_signal,0,[],[],[],0,0
195,3cf151a1e5e76464,437380121,,2026-01-06 08:39:54+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,low,low,67.5,38.85,1,y,n,u,u,u,n,u,u,"Driver is clearly visible, wearing seatbelt, and appears to be driving.",6,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 08:39:54+00:00,no_vlm_signal,0,[],[],[],0,0
369,aa6acee2bbc571d8,459506928,,2026-01-05 07:33:44+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,low,low,81.21,46.61,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-05 07:33:44+00:00,no_vlm_signal,0,[],[],[],0,0
73,b01dbc6407020bbd,523821693,,2026-01-07 04:43:57+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,low,low,71.07,41.23,1,y,n,u,u,u,n,u,u,"Driver is clearly visible and wearing a seatbelt. No clear phone, distraction, fatigue, smoking, eating/drinking, or alc",12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-07 04:43:57+00:00,no_vlm_signal,0,[],[],[],0,0
441,10ff3bfe27739c55,434850546,,2026-01-06 16:49:53+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,low,low,59.29,31.08,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt. No phone or eating/drinking is visible.,6,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 16:49:53+00:00,no_vlm_signal,0,[],[],[],0,0
74,db6abcee9f0ca3a7,443733464,,2026-01-05 14:38:29+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,low,low,70.46,40.44,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-05 14:38:29+00:00,no_vlm_signal,0,[],[],[],0,0
61,0c251fbc7f996ec8,524598614,,2026-01-05 10:45:17+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,high,low,71.48,41.59,1,n,y,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, phone is not clearly visible, no clear distraction, no clear fatig",12,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,,,,2026-01-05 10:45:17+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone']",[],"['SEATBELT_D_OFF', 'v_phone']",2,0
152,ff3fd5d66a28bd3a,464397351,,2026-01-07 10:02:16+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,low,low,69.93,39.84,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-07 10:02:16+00:00,no_vlm_signal,0,[],[],[],0,0
100,81a635dc1d771072,464367957,,2026-01-07 05:12:12+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,low,low,68.29,39.37,1,y,n,u,u,u,n,u,u,"Driver is clearly visible and wearing a seatbelt. No clear phone, distraction, fatigue, smoking, eating, drinking, or al",2,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-07 05:12:12+00:00,no_vlm_signal,0,[],[],[],0,0
63,865f3493e295ce75,453885405,,2026-01-06 06:06:38+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,low,low,80.09,44.33,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 06:06:38+00:00,no_vlm_signal,0,[],[],[],0,0
64,1723745e88b9f132,523823149,,2026-01-05 09:23:21+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,80.85,51.13,1,n,n,u,u,u,n,u,u,<very short>,12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-05 09:23:21+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,0
111,87cb1b98ca11ece0,509637948,,2026-01-05 14:36:45+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,high,low,81.87,51.88,1,n,y,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest.",12,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,,,,2026-01-05 14:36:45+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone']",[],"['SEATBELT_D_OFF', 'v_phone']",2,0
71,88fbb50c6a745b5c,334148753,,2026-01-06 08:07:42+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,high,low,44.29,37.21,1,y,y,y,u,u,n,n,n,"Driver is clearly visible and using a phone, appears distracted.",12,12,12,0,0,"[10, 11]",[],"['v_phone', 'v_distraction']",[],v_phone,0,1,1,0,0,0,0,0,0,0,1,1,,,,2026-01-06 08:07:42+00:00,new_context_added,1,"['v_phone', 'v_distraction']",[],"['v_phone', 'v_distraction']",2,0
277,8718a6dbad5af876,509637899,,2026-01-07 03:25:09+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,83.23,51.83,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest.",11,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-07 03:25:09+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,0
338,73edaf75950bca79,350179842,,2026-01-07 03:22:29+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,high,low,53.2,45.49,1,y,y,u,u,u,n,u,u,"Driver is clearly visible, wearing seatbelt, holding phone, and appears attentive.",6,7,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,,,,2026-01-07 03:22:29+00:00,new_context_added,1,['v_phone'],[],['v_phone'],1,0
72,0e7ba78adfac8449,460126729,,2026-01-06 08:39:07+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,62.27,36.12,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, but no seatbelt strap is visible across the chest. No phone or eating/drinking is visible.",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 08:39:07+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,0
205,c18046a093f77604,454270937,,2026-01-05 04:40:01+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,low,low,58.94,30.35,1,y,n,u,u,u,n,u,u,"Driver is clearly visible, wearing seatbelt, and appears attentive.",3,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-05 04:40:01+00:00,no_vlm_signal,0,[],[],[],0,0
116,f9f024dcb433b782,523822483,,2026-01-05 04:51:20+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,67.53,40.58,1,n,n,u,u,u,n,u,u,<very short>,12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-05 04:51:20+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,0
417,7b9ec10cc873e6bc,459618013,,2026-01-07 11:06:43+00:00,2,OK,,,n,na,2,2,0,u,u,n,,,,6.23,0.0,0,u,u,u,u,u,n,u,u,cam_covered_tier1,0,0,0,0,0,[6],[],['v_cam_covered'],[],v_cam_covered,0,0,0,0,0,1,0,1,1,1,1,1,,,,2026-01-07 11:06:43+00:00,new_context_added,1,['v_cam_covered'],[],['v_cam_covered'],1,0
433,7512dc522eda78f8,464368268,,2026-01-06 10:04:56+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,low,low,68.17,38.32,1,y,n,u,u,u,n,u,u,Driver is clearly visible and wearing a seatbelt.,12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 10:04:56+00:00,no_vlm_signal,0,[],[],[],0,0
323,dea710f1261d1aac,507302670,,2026-01-06 05:07:06+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,low,low,62.94,33.28,1,y,n,u,u,u,n,u,u,"Driver is clearly visible and wearing a seatbelt. No clear phone, distraction, fatigue, smoking, eating, or drinking obs",12,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 05:07:06+00:00,no_vlm_signal,0,[],[],[],0,0
324,e398d90ddc22cf98,417516308,,2026-01-06 04:31:01+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,high,low,49.67,44.68,1,y,y,u,u,u,n,u,u,"Driver is clearly visible, wearing seatbelt, holding phone, and appears to be looking down at the phone.",12,9,0,0,0,[10],[],['v_phone'],[],v_phone,0,1,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 04:31:01+00:00,new_context_added,1,['v_phone'],[],['v_phone'],1,0
166,ee95b13399182531,373272248,,2026-01-06 17:30:24+00:00,2,OK,,,n,na,2,0,1,u,u,n,low,low,low,66.77,37.78,1,y,n,u,u,u,n,u,u,"Driver is visible, but no clear seatbelt strap, phone, or smoking activity is visible.",0,0,0,0,0,[],[],[],[],,0,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 17:30:24+00:00,no_vlm_signal,0,[],[],[],0,0
254,5dda42d5ac914ca5,365599055,,2026-01-06 17:38:56+00:00,2,OK,,,n,na,2,0,1,u,y,n,high,medium,low,83.72,51.21,1,n,u,u,u,y,n,n,n,"Driver is visible, smoking is observed.",12,0,0,0,12,"[5, 15]",[],"['SEATBELT_D_OFF', 'v_smoke']",[],SEATBELT_D_OFF,1,0,0,0,1,0,0,0,1,1,1,0,,,,2026-01-06 17:38:56+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_smoke']",[],"['SEATBELT_D_OFF', 'v_smoke']",2,0
442,7ba6958360296806,350179842,,2026-01-07 07:04:05+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,79.37,51.25,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, no phone or clear distraction, no fatigue signs, no smoking or dri",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-07 07:04:05+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,0
256,f74896fa3de25e57,512980905,,2026-01-06 05:18:48+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,67.23,39.18,1,n,n,u,u,u,n,u,u,"Driver is visible, but no clear seatbelt strap, phone, or eating/drinking activity is observed.",1,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 05:18:48+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,0
57,f3394c25daa37f64,523822483,,2026-01-06 18:36:56+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,high,low,68.82,42.06,1,n,y,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, no phone or smoking device clearly visible, no clear distraction o",12,0,0,0,0,"[5, 10]",[],"['SEATBELT_D_OFF', 'v_phone']",[],SEATBELT_D_OFF,1,1,0,0,0,0,0,0,0,1,1,1,,,,2026-01-06 18:36:56+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone']",[],"['SEATBELT_D_OFF', 'v_phone']",2,0
300,a46bb9806ab4a53d,467597649,,2026-01-06 16:04:01+00:00,2,OK,,,n,na,2,0,1,u,y,n,high,medium,low,68.56,39.17,1,n,u,u,u,y,n,n,n,Driver is smoking and appears to be distracted.,3,0,0,0,7,"[5, 15]",[],"['SEATBELT_D_OFF', 'v_smoke']",[],SEATBELT_D_OFF,1,0,0,0,1,0,0,0,1,1,1,0,,,,2026-01-06 16:04:01+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_smoke']",[],"['SEATBELT_D_OFF', 'v_smoke']",2,0
427,27a7383efc1268a4,523824244,,2026-01-05 14:16:37+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,low,low,72.56,42.54,1,n,n,u,u,u,n,u,u,"Driver is clearly visible, no seatbelt strap visible, phone is not clearly visible, driver is not clearly distracted, no",12,0,0,0,0,[5],[],['SEATBELT_D_OFF'],[],SEATBELT_D_OFF,1,0,0,0,0,0,0,0,0,1,1,1,,,,2026-01-05 14:16:37+00:00,new_context_added,1,['SEATBELT_D_OFF'],[],['SEATBELT_D_OFF'],1,0
331,70c302507ef9e246,464367957,,2026-01-05 11:34:53+00:00,2,OK,,,n,na,2,0,1,u,u,n,high,high,low,49.17,44.47,1,n,y,y,u,u,n,u,u,"Driver is clearly visible, using phone, and appears distracted.",12,7,7,0,0,"[5, 10, 11]",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],SEATBELT_D_OFF,1,1,1,0,0,0,0,0,0,0,1,1,,,,2026-01-05 11:34:53+00:00,new_context_added,1,"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",[],"['SEATBELT_D_OFF', 'v_phone', 'v_distraction']",3,0
